time,node,like,start,end,real_time
30,"[6081092169, 6081092167, 6081096629, 6081092156, 5540131920, 6081092153, 6081092150, 6081092147, 5540134324, 5101341319, 5551875683, 436869939, 4635126548, 4635126557, 4649362835, 5095249963, 5095249964, 5095249968, 5095249937, 5095249967, 5095249951, 4631924271, 8018738410, 8018739021, 8018738415, 8018738414, 5102532650, 8018744488, 8018744485, 8018744488, 5102532650, 8018738414, 8018738415, 8018739021, 8018738410, 4631924271, 5608611380, 5537488408, 5537488406, 5537488405, 5095249962, 5095249960, 5586144612, 4635126554, 4635126555, 4635126556, 5551903399]",0,6081092172,5551903399,23.72245112781955
30,"[6081092169, 6081092167, 6081096629, 6081092156, 5540131920, 6081092153, 6081092150, 6081092147, 5540134324, 5101341319, 5551875683, 436869939, 4635126548, 4635126557, 4649362835, 5095249963, 5095249964, 5095249968, 5095249937, 5095249967, 5095249951, 4631924271, 8018738410, 8018739021, 8018739022, 5608591582, 5101376631, 8018738414, 5102532650, 5101376640, 5101376638, 5101376636, 5101432026, 5101432025, 7966948670, 5102532649, 5102781054, 7966967864, 5672986078, 7966967872, 7966967870, 7966967869, 7856190293, 7856190292, 5537488399, 4635981460, 4655013585, 4655013593, 5537488396, 5537488395, 436816919, 4635126553, 4635126551, 4635126549, 4635126560, 5551903399]",0,6081092172,5551903399,28.07793984962406
30,"[6081092169, 6081092167, 6081096629, 6081092156, 5540131920, 6081092153, 6081092150, 6081092147, 5540134324, 5101341319, 9225880193, 5101342226, 4634458108, 5101342221, 5551865550, 5551865521, 3022011241, 697238416, 5551865545, 5524601803, 5524601790, 366666316, 436666373, 7237735284, 436666371, 5524601802, 3969143768, 5524601799, 5524601798, 5524446094, 5524601789, 5524446092, 5524446099, 5524446100, 436835252, 4635126551, 4635126558, 4635126560, 5551903399]",0,6081092172,5551903399,33.11087218045113
30,"[6081092169, 6081092167, 6081096629, 6081092156, 5540131920, 6081092153, 6081092150, 6081092147, 5540134324, 5101341319, 5551875683, 436869939, 4635126548, 4635126557, 4649362835, 5095249963, 5095249964, 5095249968, 5095249937, 5095249967, 5095249951, 4631924271, 8018738410, 8018739021, 8018738415, 8018738414, 8018744489, 8018744504, 8018738413, 5537917652, 5101375616, 5101376621, 5102532657, 7966948669, 8961975512, 5102532653, 5539961477, 5624667080, 5124333090, 5124333091, 5088770327, 5102781061, 5102781100, 5102781104, 5102781089, 8018704524, 8018704523, 8018704522, 5101448657, 5539961447, 5539961450, 5537488398, 5586130588, 436835250, 4635981460, 4655013585, 4655013593, 5537488396, 5537488395, 436816919, 4635126553, 4635126551, 4635126549, 4635126560, 5551903399]",0,6081092172,5551903399,35.77467669172933
30,"[6081092169, 6081092167, 6081096629, 6081092156, 5540131920, 6081092153, 6081092150, 6081092147, 5540134324, 5101341319, 5551875683, 436869939, 4635126548, 4635126557, 4649362835, 5095249963, 5095249964, 5095249968, 5095249937, 5095249967, 5095249951, 4631924271, 8018738410, 8018739021, 8018738415, 8018738414, 8018744489, 8018744504, 8018738413, 5537917652, 5101375616, 5101376621, 5102532657, 7966948669, 8961975512, 5102532653, 5539961477, 5624667080, 5124333090, 5124333091, 5088770327, 5102781061, 5102781100, 5102781104, 7966948673, 5106533882, 5539961449, 5539961448, 5088770346, 5539961451, 7966994785, 5539961450, 5537488398, 5586130588, 436835250, 4635981460, 4655013585, 4655013593, 5537488396, 5537488395, 436816919, 4635126553, 4635126551, 4635126549, 4635126560, 5551903399]",0,6081092172,5551903399,33.837729323308274
30,"[6081092169, 6081092167, 6081096629, 6081092156, 5540131920, 6081092153, 6081092150, 6081092147, 5540134324, 5101341319, 5551875683, 436869939, 4635126548, 4635126557, 4649362835, 5095249963, 5095249964, 5095249968, 5095249937, 5095249967, 5095249951, 4631924271, 8018738410, 8018739021, 8018738415, 5101376641, 5101376639, 5101376637, 5101376636, 5101432026, 5101432025, 7966948670, 5102532649, 7966967876, 7966967863, 7966967871, 7966967868, 7966967881, 7966967862, 5088770348, 5539961429, 5102781058, 5088770346, 5539961448, 7966948682, 5539961447, 5101448657, 5578497809, 5101448656, 7966972302, 5527438742, 7966972302, 5101448656, 5624667037, 5550570935, 5537488397, 7966972304, 5537488391, 436835250, 4635981460, 4655013585, 4655013593, 5537488396, 5537488395, 436816919, 4635126553, 4635126551, 4635126549, 4635126560, 5551903399]",0,6081092172,5551903399,37.12210526315789
30,"[6081092169, 6081092167, 6081096629, 6081092156, 5540131920, 6081092153, 6081092150, 6081092147, 5540134324, 5101341319, 5551875683, 436869939, 4635126548, 4635126557, 4649362835, 5095249963, 5095249964, 5095249968, 5095249937, 5095249967, 5095249951, 4631924271, 8018738410, 8018739021, 8018739022, 5608591582, 5101376631, 5608591582, 8018739022, 8018739021, 8018738410, 4631924271, 5608611380, 5537488408, 5537488406, 5537488405, 5095249962, 5095249960, 5586144612, 4635126554, 4635126555, 4635126556, 5551903399]",0,6081092172,5551903399,21.861909774436093
30,"[6081092169, 6081092167, 6081096629, 6081092156, 5540131920, 6081092153, 6081092150, 6081092147, 5540134324, 5101341319, 5551875683, 436869939, 4635126548, 4635126557, 4649362835, 5095249963, 5095249964, 5095249968, 5095249937, 5095249967, 5095249951, 4631924271, 8018738410, 8018739021, 8018738415, 8018738414, 8018744489, 8018744504, 8018738413, 8018744504, 8018744489, 8018738414, 8018738415, 8018739021, 8018738410, 4631924271, 5608611380, 5537488408, 5537488406, 5537488405, 5095249962, 5095249960, 5586144612, 4635126554, 4635126555, 4635126556, 5551903399]",0,6081092172,5551903399,23.55842105263158
30,"[6081092169, 6081092167, 6081096629, 6081092156, 5540131920, 6081092153, 6081092150, 6081092147, 5540134324, 5101341319, 5551875683, 436869939, 4635126548, 4635126557, 4649362835, 5095249963, 5095249964, 5095249968, 5095249937, 5095249945, 5095249938, 5095249949, 5095249939, 5095249940, 5101341266, 5101341267, 5101341275, 5537488415, 4631924235, 5088785393, 5101341292, 5088785393, 4631924235, 5537488415, 5095304945, 5101376630, 8018738410, 4631924271, 5608611380, 5537488408, 5095249965, 5095249955, 5095249959, 5537488405, 5095249962, 5095249960, 5586144612, 4635126554, 4635126555, 4635126556, 5551903399]",0,6081092172,5551903399,31.20323308270677
30,"[6081092169, 6081092167, 6081096629, 6081092156, 5540131920, 6081092153, 6081092150, 6081092147, 5540134324, 5101341319, 5551875683, 436869939, 4635126548, 4635126557, 4649362835, 5095249963, 5095249964, 5095249968, 5095249937, 5095249967, 5095249951, 4631924271, 8018738410, 8018739021, 8018738415, 8018739021, 8018738410, 4631924271, 5608611380, 5537488408, 5537488406, 5537488405, 5095249962, 5095249960, 5586144612, 4635126554, 4635126555, 4635126556, 5551903399]",0,6081092172,5551903399,20.75330827067669
30,"[6081092169, 6081092167, 6081096629, 6081092156, 5540131920, 6081092153, 6081092150, 6081092147, 5540134324, 5101341319, 9225880193, 5101342226, 4634458108, 5101342221, 5551865550, 5551865521, 3022011241, 697238416, 5551865545, 5524601803, 5524601790, 366666316, 436666373, 7237735284, 436666371, 5524601802, 3969143768, 5524601791, 3969143766, 4655013542, 4655013552, 4655013520, 3969143765, 4655013548, 4655013537, 4655013588, 5524446091, 5537488394, 5537488396, 5537488395, 436816919, 4635126553, 4635126551, 4635126549, 4635126560, 5551903399]",0,6081092172,5551903399,37.00592481203008
30,"[6081092169, 6081092167, 6081096629, 6081092156, 5540131920, 6081092153, 6081092150, 6081092147, 5540134324, 5101341319, 5551875683, 436869939, 4635126548, 4635126557, 4649362835, 5095249963, 5095249964, 5095249968, 5095249937, 5095249967, 5095249951, 4631924271, 8018738410, 8018739021, 8018738415, 8018738414, 8018744489, 8018744504, 8018738413, 5537917652, 5101375616, 5101376621, 5102532657, 7966948669, 8961975512, 5102532653, 5539961477, 5624667080, 5124333090, 5124333091, 5088770327, 5102781061, 5102781100, 5102781104, 5102781089, 8018704524, 8018704523, 5102781077, 5088770342, 5088770345, 5539961449, 5539961448, 5088770346, 5539961451, 7966994785, 5539961450, 5537488398, 5586130588, 436835250, 4635981460, 4655013585, 4655013593, 5537488396, 5537488395, 436816919, 4635126553, 4635126551, 4635126549, 4635126560, 5551903399]",0,6081092172,5551903399,35.65012030075189
30,"[6081092169, 6081092167, 6081096629, 6081092156, 5540131920, 6081092153, 6081092150, 6081092147, 5540134324, 5101341319, 5551875683, 436869939, 4635126548, 4635126557, 4649362835, 5095249963, 5095249964, 5095249968, 5095249937, 5095249967, 5095249951, 4631924271, 8018738410, 8018739021, 8018738415, 5101376641, 5101376639, 5101376637, 5101376636, 5101432026, 5101432025, 7966948670, 7966948666, 8018738395, 8018738408, 7966948661, 5537488399, 4635981460, 4655013585, 4655013593, 5537488396, 5537488395, 436816919, 4635126553, 4635126551, 4635126549, 4635126560, 5551903399]",0,6081092172,5551903399,27.953954887218043
